Males
^_`,^_`a,-2.5900511593968174,-2.5900511593968174
^_`,^_`b,-2.570093262460481,-1.886875241488755
^_`,^_`c,-2.4331274073873232,-1.4300099309516716
^_`,^_`d,-2.7388167965931878,-1.1908810839168815
^_`,^_`e,-3.1001570997924146,-1.0526963557667177
^_`,^_`f,-3.9828460851198013,-1.00068372870321
^_`,^_`g,-3.3266034614953073,-0.9074725222424829
^_`,^_`h,-3.605800332051422,-0.8423235744981161
^_`,^_`i,-4.293001013423641,-0.8110922513783136
^_`,^_`j,-2.398057307960355,-0.6249899717444529
^_`,^_`k,-2.5686828249911184,-0.4911811481291093
^_`,^_`l,-3.1493070409040254,-0.4234482639734676
^_`,^_`m,-2.7719408440182205,-0.33222548805050234
^_`,^_`n,-3.9264931485686696,-0.30511550591304754
^_`,^_`o,-4.293001013423641,-0.2867463830323782
^_`,^_`p,-3.865385162527888,-0.2592151990348811
^_`,^_`q,-5.022369457417905,-0.25071281315759353
^_`,^_`r,-2.746364002228571,-0.17149252226071798
^_`,^_`s,-3.061351525370619,-0.11739830734069676
^_`,^_`t,-2.7780040934292787,-0.049827643188700255
^_`,^_`u,-6.3606545993514345,-0.04801276065787772
^_`,^_`v,-4.877630611772993,-0.04005493442589174
^_`,^_`w,-3.8628111585327147,-0.018423151472445862
^_`,^_`x,-5.837406455586887,-0.015456931225641339
^_`,^_`y,-6.781868064427738,-0.014305773088377292
^_`,^_`z,-4.254236469973397,-2.949029909160572E-16

_`a,_`aa,-3.9405024767500145,-3.9405024767500145
_`a,_`ab,-2.9878441007049847,-2.661628364250961
_`a,_`ac,-4.240607069200353,-2.474165407956588
_`a,_`ad,-2.4323182980210873,-1.759875790822833
_`a,_`ag,-6.137727054086234,-1.7474016165976574
_`a,_`ah,-5.626901430320244,-1.7269510061263664
_`a,_`ai,-3.266047429202222,-1.5325568680981427
_`a,_`aj,-7.236339342754344,-1.529229078005468
_`a,_`ak,-6.137727054086234,-1.519311641348122
_`a,_`al,-1.4648982196243279,-0.7985876930179422
_`a,_`am,-3.344519044643717,-0.7231092318420367
_`a,_`an,-1.6528430339726448,-0.39045946749029414
_`a,_`ap,-4.933754249760298,-0.37987735815975715
_`a,_`ar,-2.301865409623652,-0.24332421982138322
_`a,_`as,-2.973659465713028,-0.1801640586539334
_`a,_`at,-3.429676852984024,-0.14210449682958842
_`a,_`au,-3.0022328381570844,-0.08642250662223512
_`a,_`av,-3.90413483257914,-0.0646825199858293
_`a,_`ax,-3.365138331846453,-0.028479471321868663
_`a,_`ay,-3.8690435127678695,-0.007225464961042028
_`a,_`az,-4.933754249760298,-8.413408858487514E-17

_`b,_`ba,-3.129162854645589,-3.129162854645589
_`b,_`be,-1.775658316348689,-1.5458702223158107
_`b,_`bi,-6.157684951022571,-1.5359854630832688
_`b,_`bj,-5.176855698010844,-1.5100940491505273
_`b,_`bl,-3.5186276214073122,-1.3841794502152647
_`b,_`bo,-2.0972419404761515,-0.9853088078323811
_`b,_`br,-0.49241233112824523,-0.015647545435214405
_`b,_`bu,-5.464537770462625,-0.01135569335367332
_`b,_`by,-4.483708517450899,1.249000902703301E-16

_`c,_`ca,-0.9996723408132061,-0.9996723408132061
_`c,_`ce,-3.6320629790702754,-0.9302336378431677
_`c,_`ch,-2.0366768200918255,-0.6445035472721586
_`c,_`ci,-6.006968733643947,-0.6398251761660579
_`c,_`cj,-7.393263094763838,-0.6386589952758756
_`c,_`cl,-2.9506118382735216,-0.5441968121303803
_`c,_`co,-1.1866871680389104,-0.12155938787647003
_`c,_`cr,-2.533450690402166,-0.03570689385348469
_`c,_`cu,-4.097426228759509,-0.01863407954489282
_`c,_`cy,-3.9920657131016823,1.9081958235744878E-16

_`d,_`da,-0.7525194540599143,-0.7525194540599143
_`d,_`de,-1.5502394385394367,-0.3807113689552262
_`d,_`di,-2.7835086123538035,-0.29410757297796386
_`d,_`do,-2.138813815179805,-0.14735123643833464
_`d,_`dr,-2.9286906221983013,-0.08723924528274302
_`d,_`du,-2.882881086167007,-0.02795607726659003
_`d,_`dy,-3.591066144091493,-1.1449174941446927E-16

_`e,_`ea,-3.4303965363544178,-3.4303965363544178
_`e,_`ed,-1.835884274136993,-1.6510595871249198
_`e,_`ef,-5.627621113690637,-1.6324832015519843
_`e,_`ei,-6.726233402358747,-1.6263669745345484
_`e,_`el,-1.715598108262491,-0.9768404164504934
_`e,_`em,-1.6142456140022035,-0.5524472984568101
_`e,_`en,-2.4635535253174314,-0.41449859320583216
_`e,_`ep,-3.681710964635324,-0.37709441097894864
_`e,_`er,-2.260325283704163,-0.23550986785623934
_`e,_`es,-3.781794423192306,-0.207086114418351
_`e,_`et,-3.3589375723722728,-0.16520273646217373
_`e,_`eu,-6.0330862217988015,-0.1623778758266189
_`e,_`ev,-2.583098675967214,-0.07724885233397014
_`e,_`ew,-6.0330862217988015,-0.07466152876901919
_`e,_`ez,-2.631888840136646,3.7470027081099033E-16

_`f,_`fa,-2.7990219793079367,-2.7990219793079367
_`f,_`fe,-1.8923006984499324,-1.5530849758829688
_`f,_`fi,-1.2585769383607879,-0.7018808605287
_`f,_`fl,-2.7990219793079367,-0.5860490450035784
_`f,_`fo,-1.951724118920733,-0.3587474835407048
_`f,_`fr,-1.2585769383607879,-0.01754430965090964
_`f,_`fy,-4.051784947803305,-1.1449174941446927E-16

_`g,_`ga,-1.171910871866273,-1.171910871866273
_`g,_`ge,-2.671145644166759,-0.9703579531444309
_`g,_`gi,-2.0689702418125404,-0.6826758806926498
_`g,_`gl,-5.806639860095909,-0.6767411451728353
_`g,_`go,-3.5553480614894135,-0.622051258876215
_`g,_`gr,-1.1245086329716891,-0.1489013239411145
_`g,_`gu,-1.9779984636068138,1.1102230246251565E-16

_`h,_`ha,-0.9683167420531094,-0.9683167420531094
_`h,_`he,-1.4003086044947024,-0.46801753127410617
_`h,_`hi,-5.527442989539794,-0.46168839622245866
_`h,_`ho,-2.109716305926428,-0.2856959744801515
_`h,_`hu,-1.6154199841116479,-0.050979437608283135
_`h,_`hy,-3.0017143452315382,2.0122792321330962E-16

_`i,_`ia,-2.3145136638593193,-2.3145136638593193
_`i,_`ib,-3.92395157629342,-2.132192107065365
_`i,_`ig,-4.840242308167575,-2.067653585927794
_`i,_`ik,-2.4888670510040973,-1.5630975751753984
_`i,_`in,-4.1470951276076295,-1.49033822089297
_`i,_`ir,-3.1354942159291497,-1.3138817835514136
_`i,_`is,-0.6134085628993954,-0.2103795095891121
_`i,_`iv,-2.275292950706038,-0.09097177820572665
_`i,_`iz,-2.4423470353692043,1.3877787807814457E-16

_`j,_`ja,-0.7936998363291201,-0.7936998363291201
_`j,_`je,-1.8373462136799494,-0.4919904583567563
_`j,_`ji,-5.12574810119676,-0.48231920309157844
_`j,_`jj,-7.428333194190806,-0.4813572020553874
_`j,_`jo,-1.3080357752398555,-0.11845170836601898
_`j,_`ju,-2.1918912313608567,3.0531133177191805E-16

_`k,_`ka,-0.949609235650512,-0.949609235650512
_`k,_`ke,-1.6482358819750829,-0.5459672821038627
_`k,_`kh,-7.257707677160043,-0.5447514764829727
_`k,_`ki,-2.5127755487967924,-0.4139577281538178
_`k,_`kl,-7.257707677160043,-0.4128921979517795
_`k,_`kn,-4.4244943331038264,-0.39494976410864113
_`k,_`ko,-1.6555888562803418,-0.1453802324491311
_`k,_`kr,-3.268723630595768,-0.10231137526330819
_`k,_`ku,-6.159095388491933,-0.09997219291013595
_`k,_`ky,-2.3524328987216134,2.498001805406602E-16

_`l,_`la,-1.571137987346555,-1.571137987346555
_`l,_`le,-1.1436939725196156,-0.6416020287223794
_`l,_`li,-2.222736164993628,-0.45450719317576704
_`l,_`lo,-1.9766030954547193,-0.25708853309999313
_`l,_`lu,-1.5471847463240622,-0.01395076525633257
_`l,_`ly,-4.2791881884487655,2.2551405187698492E-17

_`m,_`ma,-0.41457382430640466,-0.41457382430640466
_`m,_`mc,-2.911314931741408,-0.33543650374768086
_`m,_`me,-3.6204624536477943,-0.29868073614868523
_`m,_`mi,-1.8504429710561452,-0.10651258951797168
_`m,_`mo,-2.6356090503363427,-0.029800627679304262
_`m,_`mu,-5.4450117456988405,-0.025362093983278614
_`m,_`my,-3.6871538281464664,-9.020562075079397E-17

_`n,_`na,-1.3355491621146554,-1.3355491621146554
_`n,_`ne,-2.0712559570933964,-0.9440702959812308
_`n,_`ni,-0.8892620594862358,-0.22314355131420982
_`n,_`no,-1.6094379124341003,-5.551115123125783E-17

_`o,_`oa,-1.9780414272381066,-1.9780414272381066
_`o,_`oc,-4.1470951276076295,-1.8698278425978738
_`o,_`od,-2.760800766487739,-1.5260563034950494
_`o,_`ol,-2.067653585927794,-1.0674813700729366
_`o,_`om,-2.3145136638593193,-0.8148906174324256
_`o,_`on,-3.92395157629342,-0.771215553929764
_`o,_`or,-1.8198174220232124,-0.4707944557005533
_`o,_`os,-1.9498705502714102,-0.265531329664192
_`o,_`ot,-2.4423470353692043,-0.1581110810433551
_`o,_`ow,-2.275292950706038,-0.04445176257083383
_`o,_`oz,-3.1354942159291497,-3.469446951953614E-17

_`p,_`pa,-0.8550598657226929,-0.8550598657226929
_`p,_`pe,-1.7125100975739145,-0.5014198254791145
_`p,_`ph,-1.6569402464191039,-0.22766406272552797
_`p,_`pi,-2.782951509275328,-0.15286284964282965
_`p,_`po,-2.7421295147550726,-0.08047235322257319
_`p,_`pr,-2.559807957961118,1.3877787807814457E-17

_`q,_`qu,0.0,0.0

_`r,_`ra,-1.854279826209389,-1.854279826209389
_`r,_`re,-1.7968227711846017,-1.131991510741944
_`r,_`rh,-3.366454433218282,-1.0302930446906322
_`r,_`ri,-1.9620326875058351,-0.6982104825164919
_`r,_`ro,-1.1856236656577395,-0.21936282847430355
_`r,_`ru,-2.637375243432274,-0.13401250882336274
_`r,_`ry,-2.076080193977131,1.3877787807814457E-16

_`s,_`sa,-1.544683151702217,-1.544683151702217
_`s,_`sc,-3.3310517722953956,-1.3897605690963768
_`s,_`se,-2.1598687907924505,-1.0092967631936298
_`s,_`sh,-2.322387720290225,-0.7710775494739727
